caption,id,image_id
A cat crouched over sitting by a brick wall.,102762,163155
A cat drinking out of the faucet of a sink.,103207,134096
A calico cat drinks water from a faucet. ,103387,134096
Some chairs sit at an island near an open door. ,103531,216497
A TV sits in a room with many other things. ,104038,368900
A white truck parked next to a white trailer.,104375,515266
A walk in shower next to a toilet with a wooden seat.,104523,360564
A colorful fighter jet flying through a blue sky.,106019,90631
A city made out of stone brick with large arches.,106595,427338
A man wearing a helmet while holding a banana next to a woman wearing a helmet.,106845,58705
A man on a piece of equipment resembling a bicycle that has very large wheels.,107221,441586
An orange cat sitting in front of a door to a house.,107232,360943
A person at an airport terminal with planed in view outside of the windows.,107234,425221
A bathroom sink with a marble counter top under a large mirror.,107392,302760
a person with a shopping cart on a city street ,107395,252219
two people on dirt bikes making turns on a track,107862,214192
A purple and white bus driving down a street.,108400,313182
A kitchen in a house under construction and painting.,108418,216497
A large passenger jet sitting on top of an airport runway.,108655,98520
City dwellers walk by as a homeless man begs for cash.,109132,252219
A bathroom sink under a mirror next to a plant.,109157,354072
A herd of cattle sitting in front of a church with a steeple.,109351,206135
A couple of dirt bikers in a race.,109944,214192
A gray and white tiger striped cat sitting in front of a brickwall,109962,163155
A doorway into a clean wood floored kitchen.,109987,308799
A large terminal in a quiet airport hall.,110435,425221
A cat perched near a brick wall looking to he right,110649,163155
A black and silver kitchen with wood floors.,110659,308799
The view of four cows standing in a row from behind,111064,206135
People walking past a homeless man begging on a city street,111433,252219
A man is cooking while wearing a jacket and scarf,112014,243204
A large commercial airplane sitting on a runway,112339,98520
A man on a beech vehicle making his way thru the sand.,112654,441586
A kitchen featuring an open island for seating with high back stools.,112720,216497
The large living room has been decorated in modern furnishings.,112901,205514
A tiled bathroom with toilet and open shower,113211,537812
A jet with lots of colors leaving a trail in the sky.,113339,90631
A young man takes a picture of himself in the mirror.,113418,202228
A black cat sits in a bathroom sink.,113580,284623
A cat crouched on the edge of a porch ,113922,163155
an orange bucket sitting on a stool in a bathroom,114024,537812
A contemporary kitchen featuring wood floors and a stainless steel oven.,114166,308799
a cat sitting in a pouncing position next to a brick wall,114174,163155
a homeless man holding a cup and standing next to a shopping cart on a street,114199,252219
A purple and white city bus pulling up to the curb,114340,313182
People are walking on the street by a homeless person.,114511,252219
A bathroom with a round sink and red tile backsplash,114767,354072
The neat bathroom has green trim on the tile.,114822,360564
A black cat looking intently at the camera,114831,284623
A person that is cooking some food in a kitchen.,114846,243204
Four cows stand in the parking lot of a church. ,115039,206135
There is a jet plane that is painted multi color,115136,90631
A red bucket is on a stool in the bathroom.,115161,537812
A kitchen with a bright window and house plants,116326,136355
"A large truck is parked beside an old, wooden bench.",116705,515266
In an unfinished room a counter sits with three chairs while a stove and cabinets sit in the distance.,116851,216497
a bathroom with a toilet and a small bucket on a small stool,117444,537812
Two planes flying in the sky over a bridge.,117569,1761
A truck and trailer sit behind a long bench.,118244,515266
The four huge bananas are still connected together.,118293,3661
A small black cat sits outside on an open window sill.,118551,360943
A sky photo to jumbo jet airplanes over a bridge.,118580,1761
A cat drinking water from a bathroom faucet.,118708,134096
A person bundled up while frying something on the stove indoors.,118731,243204
A large plant is in the corner of a small bathroom.,118766,354072
A man waits in an airport terminal as planes take-off.,118952,425221
people in an air port waiting area ,118988,425221
A large clock tower is yellow and white.,119143,267351
a person riding a two thick wheeled bike on sand ,119284,441586
A picture of a very nice kitchen with the light on.,119371,308799
"Two planes fly over a bridge in Sydney, Australia, with the Sydney Opera House in the background.",119546,1761
An airplane makes its way down a snowy runway.,119638,98520
A man standing on a vehicle with two large wheels.,119737,441586
Close up of a bunch of bananas on a wooden counter.,119931,3661
A small bathroom with a white toilet next to a shower curtain covered bath tub.,119990,357567
A bunch of bananas very close up on a table.,120021,3661
A black cat sitting on top of a bathroom sink.,120195,284623
The white and yellow clock with a red roof reads 11:44.,120292,267351
A small bathroom with two containers catching plumbing drips.,120417,537812
A kitchen with hardwood floors and a sink and oven.,121102,308799
A tower white with yellow trim tower features a large clock.,121297,267351
Two people posing in funny hats for a camera,121587,58705
a kitchen with a stove a table some chairs and a sink,121927,216497
A flat screen mounted to a wall in a living room.,121964,205514
A toilet with a wood seat and a tiled floor,122187,360564
A bathroom has a circular sink with red tiles,122678,354072
This bathroom has a pattern of blue tiles on the floor,123264,360564
A park bench surrounded by floral arrangements on either side.,123776,221502
A kitchen with wooden furniture and a vase filled with red flowers.,123829,136355
two jets are flying over a bridge and some water,123905,1761
Two airplanes flying in the sky above a black bridge.,123944,1761
A yellow and white clock tower against a blue sky,124333,267351
A man blowing out candles on a cake.,124680,211825
A man and woman at a party dressed in costumes.,124827,58705
A man blowing out a birthday cake with many candles.,124845,211825
An open door showing a shower with the curtain closed.,124895,357567
A bathroom being renovated with pipes in the wall,125942,382734
Two clocks on perpendicular facades of a church bell tower.,126355,267351
an image of a truck with a side trailer,126401,515266
An orange cat sits on a stoop in front of a door.,126438,360943
"BLUE MOTORCYCLE ON DISPLAY, SURROUNDED BY OTHER VEHICLES",126610,456394
A man rides a large motorcycle on a freeway.,127493,553776
A man riding a motorcycle in overcast weather,127682,553776
a close up of a toilet with a pink seat and lid,127734,332455
A man and a woman posing together for a picture,127896,58705
a close up of a person brushing her teeth in the bathroom,128196,465179
A black cat sitting inside a bathroom sink,128814,284623
A plane siting on a showy tarmac at an airport,128893,98520
A woman is brushing her teeth and posing for a picture.,129069,465179
